UNIQUE_ID,Overall_Rating,Technical_Skills,Teamwork,Customer_Service,Hire_Again,High_Performer,Protected_Group,Retained,SJ_Most_1,SJ_Least_1,SJ_Time_1,SJ_Most_2,SJ_Least_2,SJ_Time_2,SJ_Most_3,SJ_Least_3,SJ_Time_3,SJ_Most_4,SJ_Least_4,SJ_Time_4,SJ_Most_5,SJ_Least_5,SJ_Time_5,SJ_Most_6,SJ_Least_6,SJ_Time_6,SJ_Most_7,SJ_Least_7,SJ_Time_7,SJ_Most_8,SJ_Least_8,SJ_Time_8,SJ_Most_9,SJ_Least_9,SJ_Time_9,Scenario1_1,Scenario1_2,Scenario1_3,Scenario1_4,Scenario1_5,Scenario1_6,Scenario1_7,Scenario1_8,Scenario1_Time,Scenario2_1,Scenario2_2,Scenario2_3,Scenario2_4,Scenario2_5,Scenario2_6,Scenario2_7,Scenario2_8,Scenario2_Time,Biodata_01,Biodata_02,Biodata_03,Biodata_04,Biodata_05,Biodata_06,Biodata_07,Biodata_08,Biodata_09,Biodata_10,Biodata_11,Biodata_12,Biodata_13,Biodata_14,Biodata_15,Biodata_16,Biodata_17,Biodata_18,Biodata_19,Biodata_20,PScale01_Q1,PScale01_Q2,PScale01_Q3,PScale01_Q4,PScale02_Q1,PScale02_Q2,PScale02_Q3,PScale02_Q4,PScale03_Q1,PScale03_Q2,PScale03_Q3,PScale03_Q4,PScale04_Q1,PScale04_Q2,PScale04_Q3,PScale04_Q4,PScale05_Q1,PScale05_Q2,PScale05_Q3,PScale05_Q4,PScale06_Q1,PScale06_Q2,PScale06_Q3,PScale06_Q4,PScale06_Q5,PScale06_Q6,PScale07_Q1,PScale07_Q2,PScale07_Q3,PScale07_Q4,PScale08_Q1,PScale08_Q2,PScale08_Q3,PScale08_Q4,PScale09_Q1,PScale09_Q2,PScale09_Q3,PScale09_Q4,PScale10_Q1,PScale10_Q2,PScale10_Q3,PScale10_Q4,PScale11_Q1,PScale11_Q2,PScale11_Q3,PScale11_Q4,PScale12_Q1,PScale12_Q2,PScale12_Q3,PScale12_Q4,PScale13_Q1,PScale13_Q2,PScale13_Q3,PScale13_Q4,PScale13_Q5,split
245003108,2.0,2.0,3.0,3.0,2.0,0.0,1.0,0,2,4,56,3,4,44,1,3,60,1,2,77,2,4,41,3,4,75,1,2,36,1,3,50,2,1,122,1,1,1,4,1,2,0,4,32,4,0,1,3,3,2,0,3,23,2,5,3,5,3,3,3,1,2,3,1,2,4,3,2,5,2,2,6,1,4,1,1,4,3,1,4,4,4,4,4,4,1,1,4,1,4,4,4,1,4,4,2,4,4,1,1,4,1,1,1,1,3,4,1,4,1,1,1,1,4,4,1,1,4,1,1,4,4,4,1,1,4,3,3,train
245250808,2.0,2.0,2.0,4.0,3.0,0.0,0.0,0,3,4,33,3,2,52,1,4,36,3,2,46,2,4,33,2,4,30,1,4,20,1,3,13,1,4,74,1,1,1,4,1,2,0,4,54,4,0,1,3,3,2,0,3,46,6,1,1,7,1,3,2,1,7,1,1,3,6,4,3,2,7,7,4,1,1,3,4,1,4,1,2,2,4,2,3,3,1,4,4,4,3,2,3,1,2,1,3,2,1,4,2,4,2,4,4,2,2,2,1,4,1,2,3,3,3,2,4,2,1,4,3,3,1,2,4,2,2,2,4,train
245050467,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1,3,2,49,3,1,33,4,2,61,1,2,75,2,4,45,2,1,40,3,4,29,1,3,53,4,3,95,1,0,1,4,1,2,1,4,50,4,0,1,3,3,2,0,3,33,2,1,3,6,1,2,1,1,2,3,1,3,4,2,1,5,2,2,4,1,1,1,2,1,4,1,4,4,1,4,4,4,4,1,1,1,4,4,4,4,1,4,1,4,4,1,1,4,1,4,1,4,1,1,1,4,1,1,1,1,4,4,1,4,4,1,1,1,4,4,1,1,4,4,1,train
245103881,4.0,4.0,4.0,4.0,5.0,1.0,0.0,1,2,4,87,3,2,44,1,3,33,1,2,64,2,1,41,3,4,25,1,2,34,1,3,26,2,4,70,1,1,1,4,1,2,0,4,41,4,0,1,3,3,2,0,3,53,1,4,6,6,1,1,1,1,1,3,1,1,1,2,2,4,2,1,5,1,4,1,1,4,4,1,4,4,1,4,1,1,4,1,1,1,4,4,4,4,4,4,4,4,4,1,1,4,1,1,1,4,1,4,1,1,1,1,1,1,4,4,1,4,4,1,1,1,4,4,1,1,4,4,1,train
245139370,3.0,4.0,3.0,5.0,5.0,1.0,0.0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,4,1,2,0,4,33,4,0,1,3,3,2,0,2,33,2,4,2,5,1,2,2,1,2,4,1,1,1,2,2,1,2,3,4,1,3,2,3,3,4,2,3,4,2,3,2,4,3,2,2,2,2,4,1,1,4,2,3,4,4,1,2,4,1,2,3,1,3,1,1,3,1,1,1,1,3,4,3,2,2,2,2,2,3,3,2,1,3,3,2,train
240233572,3.0,3.0,3.0,3.0,4.0,0.0,0.0,1,3,1,78,3,2,90,1,2,82,1,3,195,1,4,92,2,4,105,1,4,105,4,1,92,1,3,66,1,1,1,4,1,2,1,9,85,4,0,1,3,3,1,1,3,167,2,7,3,1,1,2,1,7,4,6,1,1,1,2,2,5,3,6,1,3,4,1,2,2,3,1,1,1,2,3,2,2,4,2,4,3,2,2,1,1,4,4,4,4,4,1,1,3,1,1,3,1,2,2,2,2,1,2,1,1,2,4,1,3,2,2,1,1,1,4,2,2,3,3,1,train
245107581,3.0,3.0,3.0,3.0,4.0,0.0,0.0,0, , , , , , ,1,4,48,1,4,51,2,4,47,2,4,22,1,4,19,1,4,26,1,4,40,1,1,1,4,1,2,0,4,124,4,0,1,3,3,2,0,3,50,4,1,6,7,1,3,4,1,7,1,1,5,2,4,4,1,7,7, ,1,2,2,2,2,2,2,2,2,2,3,2,1,2,2,3,2,2,3,3,2,3,2,3,3,2,3,2,3,1,2,2,3,2,3,1,3,2,1,2,3,3,3,3,3,2,3,1,2,4,4, , , , , ,train
245098226,4.0,5.0,4.0,4.0,4.0,1.0,0.0,1,3,2,76,3,2,64,1,2,58,2,1,60,2,4,28,2,4,46,3,2,33,2,4,27,4,3,65,1,1,1,4,1,2,0,4,30,4,0,1,3,3,2,0,3,50,2,3,6,3,2,1,1,3,4,5,1,1,2,2,2,5,2,4,5,1,3,2,2,3,4,1,3,4,2,4,3,3,3,2,2,2,3,4,4,1,3,2,3,4,4,1,1,4,1,1,3,2,3,2,1,4,1,1,1,1,4,4,1,3,3,1,1,1,4,4,1,1,4,3,1,train
245202189,3.0,2.0,4.0,3.0,4.0,0.0,1.0,0,3,1,70,3,2,61,1,3,150,1,2,82,2,4,34,2,4,27,1,3,48,2,3,74,2,4,109,1,1,1,4,1,2,0,4,27,4,0,1,3,3,2,0,3,54,2,5,3,7,1,1,2,1,7,1,1,1,4,2,2,5,2,7,4,1,3,2,2,4,4,2,3,3,1,4,4,3,3,3,3,2,4,4,4,4,4,3,4,4,4,1,1,3,2,2,1,3,3,2,1,4,1,1,1,1,4,4,4,3,2,1,1,1,4,4,1,1,4,3,3,train
245236092,2.0,2.0,2.5,3.0,2.5,0.0,1.0,0,1,4,88,3,2,46,1,2,44,1,2,89,2,4,54,3,4,93,1,2,47,1,3,149,2,4,61,1,1,1,4,1,2,0,4,70,4,0,1,3,3,2,0,3,44,4,3,5,7,1,4,4,1,7,1,1,4,1,4,4,1,7,7,5,1,2,2,3,3,4,1,4,4,1,3,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,1,1,4,4,1,2,4,1,3,1,4,1,1,2,1,4,4,3,4,2,4,1,1,4,4,1,2,3,3,2,train
245005396,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1,2,1,75,2,4,89,3,4,115,1,3,59,2,4,105,3,4,65,1,2,103,1,3,64,3,4,85,1,1,1,4,1,2,0,4,204,4,0,1,3,3,2,0,3,158,2,2,3,1,2,3,2,1,5,1,1,3,2,1,1,6,2,5,2,1,1,3,1,3,1,1,1,1,4,4,1,1,1,4,3,1,1,1,1,2,4,4,1,4,4,1,3,1,4,1,4,1,4,2,1,4,1,1,1,1,2,3,1,1,1,1,1,2,4,1,1,3,4,2,2,train
245191878,4.0,3.0,4.0,3.0,5.0,1.0,0.0,1,3,1,45,3,2,43,1,3,81,2,4,39,2,4,43,3,4,95,1,4,48,1,4,44,1,2,141,1,1,1,4,1,2,0,4,67,4,0,1,3,3,2,0,3,97,2,4,1,6,1,3,1,1,2,1,1,1,3,3,2,2,3,2,3,1,3,2,3,3,3,1,3,2,4,2,2,3,2,3,4,3,3,3,1,3,2,2,4,2,3,2,2,3,1,1,3,3,2,2,1,4,2,2,1,3,3,3,2,3,3,3,3,1,1,2,2,3,3,2,3,train
245269198,3.0,3.0,3.0,3.0,4.0,0.0,1.0,0,2,1,12,1,2,97,1,3,166,1,2,58,2,4,38,3,4,76,1,4,40,2,3,50,1,3,122,1,1,1,4,1,2,0,4,44,4,0,1,3,3,2,0,3,44,2,3,3,1,2,1,2,1,6,7,1,1,4,2,2,5,2, ,1,1,4,4,3,3,4,1,3,4,4,4,4, ,3,3,3,2,1,3,1,3,2,2,3,4,4,4,1,4,1,1,1,1,4,2,1,4,1,1,1,1,4, ,2,3,2,2,1,2,2,4,1,1,4,3,4,train
245004731,3.0,3.0,3.0,3.0,4.0,0.0,0.0,1,3,1,49,3,1,22,4,3,42,1,2,37,2,4,30,1,4,31,4,1,45,2,4,26,2,1,52,1,1,1,4,1,2,0,4,28,4,0,1,3,3,2,0,3,61,1,3,5,1,2,1,1,7,1,7,2,1,4,1,2,5,1,5,2,1,3,1,1,3,4,1,4,3,1,3,1,4,2,2,3,2,1,1,1,4,3,3,3,4,3,1,1,4,1,1,2,1,2,3,1,2,1,1,1,1,4,4,1,2,3,1,1,1,4,4,1,1,4,4,3,train
245003152,3.0,3.0,4.0,4.0,5.0,1.0,0.0,1,3,1,69,3,2,67,1,3,62,3,4,64,2,3,32,3,4,31,1,2,88,2,4,52,2,3,58,1,1,1,4,1,2,0,4,36,4,0,1,3,3,2,0,3,44,2,1,6,7,1,1,2,1,7,1,1,1,4,2,2,5,7,7,5,1,4,1,1,4,4,1,4,4,1,4,4,4,4,1,1,1,4,4,4,4,3,3,3,4,4,1,1,3,1,1,1,4,1,4,1,4,1,1,1,1,4,4,1,4,4,1,1,1,4,4,1,1,4,3,1,train
245111808,3.0,3.0,4.0,4.0,5.0,1.0,0.0,1,2,1,55,3,4,95,4,1,87,1,2,59,2,4,41,3,1,46,3,4,36,2,3,61,3,4,71,1,1,1,4,1,2,0,4,79,4,0,1,3,3,2,0,3,98,3,3,5,1,1,3,3,1,6,7,1,2,4,3,3,5,3,6,1,1,3,2,2,3,4,1,4,2,1,4,4,4,3,1,2,1,1,1,1,1,3,4,3,4,4,1,1,4,1,1,4,1,2,2,1,4,1,1,1,1,4,4,1,3,2,1,1,2,4,4,1,1,4,3,1,train
245075665,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1,3,1,62,3,1,55,1,4,40,1,2,57,1,3,75,3,4,52,1,4,38,1,3,50,3,4,48,1,1,1,4,0,4,1,4,80,4,0,1,3,3,2,0,3,386,1,3,3,7,1,1,1,1,7,1,1,1,4,1,1,5,7,7,5,1,1,2,2,3,4,2,4,4,4,4,4,4,1,2,3,1,1,1,1,1,4,2,3,4,4,1,1,4,1,1,4,1,4,2,1,4,1,1,1,1,4,4,4,3,1,2,1,1,4,4,1,1,4,2,1,train
245092310,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1,2,1,33,3,2,58,4,3,35,1,2,54,1,3,30,3,4,29,1,2,25,2,3,41,4,3,79,1,1,1,4,1,2,0,4,43,4,0,1,3,3,1,0,3,35,1,6,6,1,2,1,1,8,4,7,1,1,4,1,1,5,1,5,6,1,4,1,1,4,4,1,4,4,1,4,4,4,4,1,1,1,1,4,4,4,4,3,2,4,4,1,1,4,1,1,4,1,2,4,1,4,1,1,1,1,4,4,1,4,4,1,1,1,4,4,1,1,4,4,4,train
245011841,2.0,2.5,2.5,3.0,3.5,0.0,1.0,0,2,4,40,3,2,27,1,4,32,4,2,48,2,1,27,3,1,28,1,4,28,1,3,42,3,4,40,1,1,1,4,1,2,0,4,76,4,0,5,3,3,2,0,3,52,1,4,3,3,2,1,1,7,3,6,1,1,4,1,1,5,1,4,3,1,3,1,1,3,4,1,4,4,1,3,3,4,4,1,1,1,4,4,4,4,4,3,1,4,4,1,1,4,1,1,3,1,4,1,1,4,1,1,1,1,4,4,1,4,3,2,1,2,3,4,2,1,2,3,2,train
245179394,4.0,4.0,5.0,5.0,5.0,1.0,0.0,1,3,2,71,3,2,49,1,3,69,2,4,40,1,4,72,3,1,84,3,2,47,1,3,45,1,3,34,1,1,1,4,1,2,0,4,55,4,0,1,3,3,2,0,3,22,2,4,5,3,2,2,1,1,4,5,1,1,4,1,2,5,2,4,1,1,4,1,1,4,3,2,3,3,1,4,4,3,4,1,1,1,4,3,4,4,4,2,4,4,3,1,2,3,1,1,2,2,2,3,1,4,1,1,1,1,4,4,1,4,4,1,1,1,3,4,1,1,3,3,2,train
245080712,2.0,2.0,3.0,3.0,2.0,0.0,1.0,0,3,1,87,3,2,73,1,4,46,1,2,43,2,1,43,3,4,80,1,2,43,1,4,86,1,3,9,1,1,1,4,1,1,1,0,103,4,0,1,3,3,1,0,2,79,2,3,2,5,2,1,2,1,2,3,1,2,6,4,2,6,4,3,1,1,3,1,1,3,4,1,4,4,4,4,4,4,4,1,1,1,1,3,4,1,1,4,3,4,2,1,1,4,1,1,1,3,2,1,1,4,1,1,1,1,4,4,4,3,3,2,4,1,1,2,1,1,4,1,4,train
245248912,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0,3,2,95,3,2,38,2,1,106,1,2,105,2,4,71,3,4,78,1,2,30,2,3,34,4,3,77,1,1,1,4,1,2,0,4,72,4,0,1,3,3,2,0,0,86,4,3,3,6,1,4,4,1,7,1,1,4,3,3,4,1,4,7,2,1,1,4,4,1,3,3,2,1,3,2,1,1,1,4,4,4,2,2,1,1,2,3,4,3,2,1,2,3,3,2,1,1,1,4,2,3,1,1,2,4,2,2,4,1,1,4,2,2,3,2,1,1,4,3,4,train
244974662,3.0,4.0,4.0,3.0,4.0,0.0,0.0,0,3,1,53,3,2,44,1,3,39,1,2,56,2,4,46,3,4,55,4,2,28,1,4,26,1,3,54,0,3,1,4,1,1,0,4,54,4,0,1,3,3,2,0,3,52,3,3,3,6,2,4,2,7,2,5,3,4,1,3,3,1,3,2,2,1,3,2,2,3,4,2,3,4,2,3,2,3,2,2,3,2,1,2,1,1,3,3,3,4,3,1,1,3,1,2,3,1,4,2,1,4,1,1,1,1,3,4,1,4,2,1,1,1,4,4,2,2,3,3,3,train
241942256,2.0,3.0,3.0,3.0,4.0,0.0,0.0,0,3,4,42,3,2,48,1,3,35,4,1,38,2,4,28,2,4,27,3,4,22,4,3,31,2,3,38,1,1,1,4,1,4,1,3,65,4,0,1,3,3,3,1,3,94,3,4,5,3,2,1,4,6,3,5,1,3,4,3,2,5,2,4,7,1,3,1,1,4,1,2,2,4,1,3,1,2,2,2,3,2,4,4,1,4,3,2,4,2,4,1,1,4,1,1,2,1,3,4,1,4,1,1,1,1,4,4,1,4,3,2,1,1,4,4,2,1,4,2,3,train
245081925,3.0,3.0,3.0,3.0,4.0,0.0,0.0,1,3,1,29,3,2,19,1,4,17,1,2,30,2,4,19,2,4,18,1,2,26,1,4,31,1,3,69,1,1,1,4,1,2,0,4,30,4,0,1,3,3,2,0,3,69,4,3,5,7,1,4,2,1,7,1,1,2,6,4,4,1,4,7,3,1,1,4,4,1,4,1,4,2,4,2,3,2,3,3,2,1,1,1,1,1,2,2,4,2,3,1,2,4,1,1,3,1,3,3,2,3,1,2,3,2,2,2,4,1,1,4,1,2,2,4,1,1,4,3,2,train
245231291,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0,3,4,43,4,1,19,2,3,37,4,2,23,2,4,16,1,4,24,1,2,17,2,4,43,1,3,24,1,1,1,4,1,2,0,4,68,4,0,1,3,3,2,0,3,54,1,1,5,7,1,1,1,1,7,1,1,1,4,1,1,5,7,7,4,1,2,3,3,3,4,1,3,4,1,4,1,4,3,2,2,2,1,4,4,4,4,4,1,4,4,1,1,4,1,1,1,3,1,3,1,4,1,1,1,1,4,4,3,1,2,4,1,1,4,4,1,1,4,2,3,train
245274338,3.0,3.0,3.0,3.0,4.0,0.0,1.0,0,3,1,72,3,2,72,1,4,59,1,2,71,2,4,59,3,4,46,1,2,26,2,4,55,1,3,94,1,1,1,4,1,2,0,4,63,4,0,1,3,3,2,0,3,36,1,4,5,4,3,2,1,7,1,5,1,1,4,1,1,5,1,3,1,1,4,1,1,4,4,1,4,4,1,4,4,4,4,1,1,1,1,4,1,1,3,4,3,4,4,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,4,4,1,4,4,1,4,1,1,4,1,1,4,1,1,train
245271828,3.0,3.0,3.0,3.0,5.0,0.0,0.0,0,2,4,45,3,4,74,1,3,44,3,2,47,3,1,155,3,4,122,1,4,49,2,3,37,3,4,62,1,1,1,4,0,4,1,4,113,4,0,1,3,3,2,0,3,122,2,3,2,7,1,2,1,1,7,1,1,2,4,2,2,1,7,7,5,1,4,1,2,3,4,1,3,4,1,4,3,3,4,1,1,1,3,1,4,4,4,3,3,4,4,1,2,3,2,2,4,1,3,2,2,3,1,2,1,1,4,3,4,4,3,3,1,1,3,4,2,1,4,4,1,train
245115441,3.0,3.0,3.0,3.333333333,4.0,0.0,0.0,1,3,2,109,3,2,92,1,2,70,4,2,67,2,4,40,2,4,64,1,4,59,1,3,75,4,3,49,1,1,1,4,1,2,0,4,74,4,0,1,3,3,2,0,3,45,2,3,2,1,2,1,1,5,5,5,1,1,6,3,2,5,4,6,5,1,2,2,2,3,4,1,4,3,2,3,1,1,3,2,2,2,4,4,1,4,3,2,3,4,4,1,1,4,1,1,2,3,2,3,1,4,1,1,1,2,4,4,1,3,3,4,1,1,3,4,2,1,4,3,2,train
245207388,4.0,3.0,4.0,3.0,5.0,1.0,0.0,0,3,1,59,3,4,84,1,3,46,1,2,61,2,4,54,3,1,46,1,4,42,2,4,78,2,3,94,1,1,1,4,1,1,0,4,85,4,0,1,3,3,2,0,3,81,1,6,5,4,2,1,1,4,3,3,1,1,4,3,1,5,3,3,2,1,2,2,2,3,3,1,2,3,2,3,3,3,3,1,2,1,1,3,3,4,3,4,3,4,3,1,2,2,3,2,2,3,2,3,2,3,2,2,2,1,4,4,1,4,3,2,2,2,3,3,2,2,4,3,3,train
245263936,5.0,5.0,5.0,4.0,5.0,1.0,1.0,0,3,4,39,3,2,51,1,4,66,1,2,65,2,4,20,2,1,34,3,4,35,2,3,45,1,3,35,1,1,5,4,1,2,0,4,43,4,0,1,3,3,2,0,3,66,1,2,5,2,2,1,2,8,4,7,1,1,4,2,2,1,2,4,1,1,1,1,1,1,4,1,4,1,2,4,1,1,1,3,3,2,1,1,1,1,3,3,2,4,2,1,1,3,1,1,2,1,2,1,1,4,1,1,1,1,4,4,2,1,1,4,1,1,2,4,1,1,4,3,4,train
245065004,4.0,4.0,4.0,4.0,5.0,1.0,0.0,1,2,1,99,3,2,48,1,3,327,1,2,65,2,3,44,2,4,132,4,2,438,1,3,98,3,4,263,1,1,1,4,1,2,0,4,55,4,0,1,3,3,2,0,3,67,2,4,3,3,1,3,1,1,3,5,1,2,4,3,2,1,3,3,3,1,2,2,3,1,2,1,3,4,4,4,1,1,2,2,2,2,1,3,3,1,3,2,3,3,4,1,1,4,1,1,3,3,4,1,1,3,1,2,4,1,4,3,1, ,2,1,2,3,1,4,1,1,3,2,3,train
244935841,3.0,3.0,3.0,3.0,4.0,0.0,1.0,0,2,4,191,3,4,55,1,2,55,1,4,52,2,1,78,2,4,96,1,3,140,1,4,45,3,4,85,1,1,1,4,1,2,0,4,66,4,0,1,3,3,2,0,3,62,1,7,1,1,2,1,1,7,2,7,1,1,4,1,1,5,1,5,5,2,1,4,4,1,3,1,1,3,1,2,4,4,4,1,1,1,1,1,1,4,4,4,3,4,2,1,1,4,1,1,1,1,1,4,2,4,1,1,1,1,4,4,1,4,1,1,1,1,1,2,1,1,4,4,1,train
245127534,3.0,3.0,3.0,4.0,5.0,0.0,1.0,1,3,1,50,3,4,33,1,3,56,1,2,36,1,4,33,3,4,30,3,2,26,2,4,48,1,3,38,1,1,6,4,1,2,0,4,37,4,0,1,3,3,2,0,3,41,1,3,5,3,2,1,1,7,4,6,1,1,4,1,1,5,1,4,3,1,3,1,1,3,4,1,4,2,1, ,4,4,3,1,1,2,4,4,4,4,4,4,1,4,4,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,4,4,1,3,4,1,1,1,4,3,1,1,4,3,2,train
245201956,3.0,3.0,3.0,3.0,4.0,0.0,0.0,0,3,1,50,3,1,56,2,3,32,1,2,31,2,4,27,3,4,20,1,3,23,1,4,26,2,4,22,1,1,1,4,1,2,0,4,36,4,0,1,3,3,2,0,3,56,1,6,2,3,1,2,1,5,3,4,1,1,4,1,1,5,2,4,3,2,4,1,1,3,4,1,3,2,1,4,4,4,4,1,1,1,3,3,1,1,3,3,3,4,4,1,2,3,2,1,3,1,2,2,1,4,1,2,1,1,4,4,1,4,3,1,1,1,4,4,1,2,3,2,3,train
245176960,4.0,4.0,4.0,4.0,5.0,1.0,0.0,1,3,4,34,3,2,23,4,1,56,1,4,38,2,4,46,4,1,49,1,4,35,2,3,40,1,4,93,1,1,1,4,1,2,0,4,56,4,0,1,3,3,2,0,3,54,2,4,2,5,2,4,2,1,1,3,1,2,4,3,2,2,2,2,5,1,2,3,4,1,4,1,4,3,4,3,4,4,2,3,3,3,1,4,1,3,4,2,3,2,4,1,2,4,1,2,2,3,2,2,2,3,1,1,1,1,4,4,4,2,2,3,1,4,1,3,4,4,3,1,4,train
245100579,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,2,4,22,3,2,30,2,3,35,1,3,21,2,4,14,3,1,19,1,4,13,1,3,20,3,1,38,1,1,1,4,1,2,0,4,49,4,0,1,3,3,2,0,3,103,2,4,2,6,1,3,3,1,2,1,1,2,2,4,3,1,7,2,5,1,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,4,4,2,3,4,3,2,3,3,2,3,3,1,3,2,2,3,2,2,2,2,3,4,3,2,3,3,2,2,3,3,2,2,3,3,2,train
245005411,4.0,4.0,4.0,5.0,5.0,1.0,0.0,0,3,2,73,1,2,35,1,3,114,1,4,51,3,4,29,4,2,41,3,2,53,1,4,137,1,3,54,1,1,1,4,1,2,0,4,33,4,0,1,3,3,2,0,3,104,1,4,4,4,1,1,2,6,1,1,1,2,2,2,1,1,2,3,3,1,4,2,2,4,4,1,4,4,1,4,1,4,4,1,1,1,1,1,1,1,4,2,3,4,4,1,1,4,1,1,4,1,3,3,1,4,1,1,1,1,4,4,1,3,3,1,3,3,1,2,1,1,4,3,4,train
245135879,2.0,2.0,3.0,2.0,2.0,0.0,1.0,0,2,4,39,2,1,66,1,4,28,1,2,78,2,3,21,3,4,64,1,4,56,1,4,58,2,4,32,1,1,1,4,1,2,0,4,56,3,2,1,3,3,2,0,3,78,2,1,5,7,1,2,2,1,7,3,1,2,4,2,2,5,7,7,5,1,4,2,1,3,4,1,3,3,1,4,4,4,3,1,2,1,1,1,1,2,4,4,2,4,4,1,1,4,1,1,4,1,4,2,1,4,1,1,1,1,4,4,1,2,3,2,1,1,4,4,1,2,3,3,1,train
244985210,2.5,2.5,2.5,3.0,2.5,0.0,0.0,0,4,1,32,4,2,22,2,3,31,1,2,26,1,4,23,3,4,20,1,3,17,1,4,28,2,4,38,1,0,1,4,1,2,0,4,54,4,0,1,3,3,2,0,3,61,4,3,1,7,1,4,4,1,7,1,1,4,4,4,4,5,7,7,4,1,1,4,4,1,4,2,1,2,2,2,1,1,1,3,4,4,1,1,2,1,1,1,2,4,2,1,2,4,1,2,3,1,3,1,2,4,1,1,1,1,4,2,1,1,1,4,2,2,2,4,1,1,2,2,3,train
243140644,4.0,4.0,4.0,4.0,5.0,1.0,0.0,0,3,4,122,1,2,60,1,3,126,1,2,97,2,4,73,2,4,44,1,2,42,2,4,44,4,3,72,1,1,1,4,1,2,0,4,86,4,0,1,3,3,2,0,3,73,1,4,6,5,1,1,1,6,2,3,1,1,4,1,1,5,1,3,1,1,4,1,1,4,4,1,4,4,1,4,4,4,4,1,1,1,4,4,4,4,4,4,1,4,4,1,1,4,1,1,1,4,1,4,1,4,1,1,1,1,4,4,1,4,4,1,1,1,4,4,1,1,4,4,1,train
244949072,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0,3,1,110,3,1,140,2,3,96,3,4,156,2,3,77,3,4,67,1,2,72,2,3,111,1,4,99,1,1,1,4,1,2,0,4,120,4,0,1,3,3,2,0,3,96,1,3,3,4,2,4,1,1,2,4,1,1,4,3,1,5,4,3,4,1,3,4,4,4,4,1,4,4,1,4,4,4,3,1,2,1,1,1,1,1,4,4,1,4,4,1,1,3,1,1,4,1,2,3,1,4,1,1,1,1,4,4,2,4,3,2,1,1,4,4,1,1,4,3,2,train
245135561,4.0,3.0,4.0,3.0,5.0,1.0,0.0,1,3,4,61,3,1,46,1,2,40,1,2,38,2,3,44,3,4,47,1,4,72,1,3,28,1,4,29,1,1,1,4,1,2,0,4,57,4,0,5,3,3,2,0,3,74,2,2,5,7,1,2,2,1,7,1,1,1,4,2,2,5,7,7,2,1,4,1,1,4,4,1,4,3,1,4,4,4,4,1,1,1,4,4,4,4,4,4,3,4,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,4,4,1,4,4,1,4,1,4,4,1,1,4,2,2,train
245213580,4.0,4.0,4.0,4.0,4.0,1.0,0.0,1,3,1,139,1,4,311,1,4,270,1,2,101,2,3,227,1,4,120,1,4,80,1,3,287,1,3,255,1,1,1,4,1,2,0,4,77,4,0,1,3,3,2,0,3,115,1,1,6,7,1,1,1,1,7,1,1,1,4,1,1,1,1,7,6,1,4,4,4,1,4,1,4,3,4,4,4,3,1,1,4,3,1,4,4,1,4,4,1,4,4,1,1,4,4,1,1,1,1,4,2,4,1,1,1,1,4,4,1,4,4,1,1,1,2,3,2,1,4,2,1,train
245198683,4.0,4.0,4.0,4.0,5.0,1.0,0.0,0,3,2,172,3,4,369,2,3,80,1,2,108,2,4,32,3,1,276,1,2,34,1,3,35,2,4,27,1,1,1,4,1,2,0,4,50,4,0,1,3,3,2,0,3,71,4,3,5,4,2,3,3,6,2,4,1,2,3,2,3,5,2,2,1,1,3,2,2,3,3,1,3,3,2,3,2,3,2,4,3,4,3,3,3,3,3,3,3,4,3,1,2,4,1,2,3,3,3,3,1,4,2,2,1,2,3,4,2,3,3,2,2,2,2,3,2,1,4,3,3,train
245195650,4.0,4.0,4.0,4.0,4.0,1.0,0.0,1,3,1,22,4,2,18,3,2,24,1,2,27,2,4,20,3,4,15,1,4,21,2,4,14,2,3,25,1,1,1,4,1,2,0,4,33,3,0,1,3,3,2,0,3,37,2,3,6,7,1,4,2,1,7,1,1,2,3,4,3,2,7,7,5,1,2,2,2,2,3,3,2,3,2,1,2,2,2,2,3,3,2,1,2,2,3,3,3,3,2,2,3,2,2,3,2,3,3,3,2,3,2,2,2,2,3,3,2,3,2,2,3,3,2,2,1,3,4,3,3,train
